Date,Region,Customers,Product Type,Bag Size (kg),Quantity Sold,Unit Price,Total Revenue
2/4/2029,Portharcourt,BuildRight Co,Slag Cement,25,177,2586,457722
2/5/2029,Portharcourt,Eterna Plc,White Cement,25,818,2297,1878946
2/6/2029,Lagos,MegaCem,White Cement,50,162,2181,353322
2/7/2029,Kaduna,StoneWorks Ltd,White Cement,50,204,3355,684420
2/8/2029,Kano,Dangote Ltd,Slag Cement,25,628,3901,2449828
2/9/2029,Lagos,StoneWorks Ltd,White Cement,50,52,3374,175448
2/10/2029,Kaduna,MegaCem,Slag Cement,25,459,2489,1142451
2/11/2029,Portharcourt,Dangote Ltd,White Cement,50,166,2940,488040
2/12/2029,Portharcourt,StoneWorks Ltd,PPC,25,134,3731,499954
2/13/2029,Kaduna,StoneWorks Ltd,Portland Cement,50,695,2161,1501895
2/14/2029,Abuja,MegaCem,White Cement,25,824,3434,2829616
2/15/2029,Lagos,BuildRight Co,Slag Cement,25,453,3368,1525704
2/16/2029,Kaduna,Dangote Ltd,White Cement,50,419,3605,1510495
2/17/2029,Abuja,BuildRight Co,White Cement,25,823,3622,2980906
2/18/2029,Lagos,StoneWorks Ltd,Portland Cement,50,503,3936,1979808
2/19/2029,Portharcourt,Dangote Ltd,White Cement,50,298,2631,784038
2/20/2029,Portharcourt,StoneWorks Ltd,Portland Cement,25,640,2962,1895680
2/21/2029,Abuja,StoneWorks Ltd,Slag Cement,25,235,3190,749650
2/22/2029,Kaduna,StoneWorks Ltd,PPC,50,411,3756,1543716
2/23/2029,Kano,BuildRight Co,PPC,50,744,2377,1768488
2/24/2029,Abuja,MegaCem,PPC,25,104,3113,323752
2/25/2029,Kano,MegaCem,PPC,50,467,2395,1118465
2/26/2029,Kaduna,StoneWorks Ltd,PPC,25,866,3799,3289934
2/27/2029,Kano,StoneWorks Ltd,Slag Cement,25,357,3884,1386588
2/28/2029,Portharcourt,StoneWorks Ltd,Portland Cement,25,589,2368,1394752
3/1/2029,Abuja,StoneWorks Ltd,White Cement,50,978,3537,3459186
3/2/2029,Kaduna,StoneWorks Ltd,PPC,50,388,2040,791520
3/3/2029,Kano,Eterna Plc,PPC,50,955,2128,2032240
3/4/2029,Kaduna,StoneWorks Ltd,Portland Cement,50,324,2056,666144
3/5/2029,Abuja,Dangote Ltd,PPC,50,865,3630,3139950
3/6/2029,Kano,Dangote Ltd,Slag Cement,50,147,3813,560511
3/7/2029,Kaduna,BuildRight Co,Portland Cement,25,688,3478,2392864
3/8/2029,Portharcourt,BuildRight Co,Slag Cement,25,114,2438,277932
3/9/2029,Lagos,Dangote Ltd,PPC,50,970,2550,2473500
3/10/2029,Kaduna,Eterna Plc,Portland Cement,50,766,3081,2360046
3/11/2029,Lagos,Eterna Plc,Portland Cement,25,351,3781,1327131
3/12/2029,Abuja,Eterna Plc,White Cement,50,354,3331,1179174
3/13/2029,Kano,Dangote Ltd,White Cement,25,961,3927,3773847
3/14/2029,Kano,Dangote Ltd,PPC,50,176,2325,409200
3/15/2029,Kano,MegaCem,White Cement,25,987,2137,2109219
3/16/2029,Abuja,Eterna Plc,White Cement,50,419,2474,1036606
3/17/2029,Lagos,BuildRight Co,Portland Cement,50,739,2215,1636885
3/18/2029,Lagos,Dangote Ltd,Portland Cement,50,974,3471,3380754
3/19/2029,Kaduna,BuildRight Co,PPC,50,350,3366,1178100
3/20/2029,Abuja,BuildRight Co,Portland Cement,50,306,3119,954414
3/21/2029,Lagos,BuildRight Co,Portland Cement,50,306,2522,771732
3/22/2029,Lagos,BuildRight Co,White Cement,50,758,2590,1963220
3/23/2029,Abuja,Dangote Ltd,Portland Cement,25,686,2845,1951670
3/24/2029,Abuja,Dangote Ltd,Slag Cement,50,742,3629,2692718
3/25/2029,Lagos,Eterna Plc,PPC,50,597,2900,1731300
3/26/2029,Kaduna,Dangote Ltd,PPC,50,828,2644,2189232
3/27/2029,Kano,StoneWorks Ltd,White Cement,25,526,2311,1215586
3/28/2029,Abuja,Dangote Ltd,PPC,25,427,2910,1242570
3/29/2029,Kano,Eterna Plc,White Cement,50,466,3400,1584400
3/30/2029,Abuja,MegaCem,Portland Cement,50,657,2151,1413207
3/31/2029,Lagos,MegaCem,PPC,50,730,3904,2849920
4/1/2029,Kano,StoneWorks Ltd,PPC,25,640,2953,1889920
4/2/2029,Lagos,BuildRight Co,White Cement,25,720,2928,2108160
4/3/2029,Lagos,Dangote Ltd,White Cement,50,532,3173,1688036
4/4/2029,Lagos,BuildRight Co,PPC,50,430,3543,1523490
4/5/2029,Kaduna,MegaCem,PPC,25,969,3943,3820767
4/6/2029,Abuja,BuildRight Co,Slag Cement,25,526,2042,1074092
4/7/2029,Kano,Eterna Plc,White Cement,50,938,3862,3622556
4/8/2029,Kaduna,BuildRight Co,Slag Cement,25,484,3079,1490236
4/9/2029,Portharcourt,MegaCem,Portland Cement,25,969,2629,2547501
4/10/2029,Kano,BuildRight Co,PPC,25,375,2252,844500
4/11/2029,Portharcourt,MegaCem,Portland Cement,25,252,2735,689220
4/12/2029,Kano,Dangote Ltd,Slag Cement,25,351,2066,725166
4/13/2029,Lagos,BuildRight Co,Slag Cement,50,926,2863,2651138
4/14/2029,Kano,StoneWorks Ltd,Slag Cement,25,775,3570,2766750
4/15/2029,Portharcourt,StoneWorks Ltd,White Cement,50,810,3508,2841480
4/16/2029,Portharcourt,Dangote Ltd,White Cement,50,69,3993,275517
4/17/2029,Lagos,Eterna Plc,Portland Cement,25,567,3179,1802493
4/18/2029,Lagos,Eterna Plc,Slag Cement,25,441,3373,1487493
4/19/2029,Lagos,MegaCem,PPC,25,153,2613,399789
4/20/2029,Kano,BuildRight Co,White Cement,25,828,3880,3212640
4/21/2029,Abuja,MegaCem,PPC,25,289,3275,946475
4/22/2029,Portharcourt,Dangote Ltd,White Cement,25,315,2502,788130
4/23/2029,Kano,Eterna Plc,Slag Cement,25,523,3396,1776108
4/24/2029,Portharcourt,MegaCem,Slag Cement,25,721,3410,2458610
4/25/2029,Abuja,MegaCem,PPC,50,821,2529,2076309
4/26/2029,Abuja,BuildRight Co,Slag Cement,50,615,3701,2276115
4/27/2029,Kano,Eterna Plc,White Cement,25,277,3304,915208
4/28/2029,Kano,Dangote Ltd,Slag Cement,50,828,2287,1893636
4/29/2029,Kaduna,StoneWorks Ltd,White Cement,25,687,2092,1437204
4/30/2029,Kaduna,BuildRight Co,Portland Cement,25,686,2568,1761648
5/1/2029,Kano,Dangote Ltd,Portland Cement,25,51,3384,172584
5/2/2029,Lagos,Dangote Ltd,Slag Cement,50,76,3886,295336
5/3/2029,Kano,BuildRight Co,Portland Cement,50,925,2611,2415175
5/4/2029,Portharcourt,MegaCem,Slag Cement,25,817,2215,1809655
5/5/2029,Abuja,Eterna Plc,PPC,50,96,2501,240096
5/6/2029,Lagos,Dangote Ltd,Portland Cement,50,857,2415,2069655
5/7/2029,Portharcourt,MegaCem,PPC,25,430,3487,1499410
5/8/2029,Kano,Eterna Plc,Slag Cement,50,567,3425,1941975
5/9/2029,Lagos,Eterna Plc,Portland Cement,50,752,2548,1916096
5/10/2029,Kaduna,StoneWorks Ltd,Slag Cement,25,668,3831,2559108
5/11/2029,Lagos,Eterna Plc,PPC,50,388,3649,1415812
5/12/2029,Abuja,Eterna Plc,Slag Cement,50,559,2776,1551784
5/13/2029,Portharcourt,BuildRight Co,Portland Cement,50,882,3861,3405402
5/14/2029,Lagos,StoneWorks Ltd,Slag Cement,25,127,3839,487553
5/15/2029,Abuja,MegaCem,Slag Cement,25,691,2414,1668074
5/16/2029,Abuja,Dangote Ltd,PPC,50,880,3143,2765840
5/17/2029,Kaduna,Dangote Ltd,Portland Cement,50,460,2054,944840
5/18/2029,Lagos,BuildRight Co,Slag Cement,50,777,3033,2356641
5/19/2029,Portharcourt,Eterna Plc,White Cement,25,768,3868,2970624
5/20/2029,Portharcourt,MegaCem,PPC,25,848,2359,2000432
5/21/2029,Kaduna,MegaCem,Slag Cement,50,600,2741,1644600
5/22/2029,Kano,StoneWorks Ltd,Slag Cement,50,135,3080,415800
5/23/2029,Kaduna,BuildRight Co,Portland Cement,50,412,2232,919584
5/24/2029,Kaduna,Dangote Ltd,PPC,50,71,3363,238773
5/25/2029,Kano,Eterna Plc,PPC,25,473,3215,1520695
5/26/2029,Kano,StoneWorks Ltd,PPC,50,540,2441,1318140
5/27/2029,Kano,Dangote Ltd,Portland Cement,25,982,2093,2055326
5/28/2029,Kano,BuildRight Co,Slag Cement,25,408,3357,1369656
5/29/2029,Kano,Eterna Plc,PPC,50,173,2365,409145
5/30/2029,Abuja,BuildRight Co,Portland Cement,25,265,3149,834485
5/31/2029,Portharcourt,Dangote Ltd,White Cement,25,155,2700,418500
6/1/2029,Portharcourt,Eterna Plc,PPC,25,981,2285,2241585
6/2/2029,Kaduna,StoneWorks Ltd,Portland Cement,50,771,3253,2508063
6/3/2029,Kaduna,Dangote Ltd,Slag Cement,50,767,2299,1763333
6/4/2029,Lagos,Dangote Ltd,Portland Cement,25,311,3026,941086
6/5/2029,Abuja,StoneWorks Ltd,White Cement,25,635,3975,2524125
6/6/2029,Abuja,Dangote Ltd,White Cement,25,443,2288,1013584
6/7/2029,Lagos,Dangote Ltd,Portland Cement,50,659,2878,1896602
6/8/2029,Lagos,BuildRight Co,Slag Cement,50,326,3276,1067976
6/9/2029,Abuja,Eterna Plc,Portland Cement,50,633,2538,1606554
6/10/2029,Kaduna,Eterna Plc,Portland Cement,25,599,3838,2298962
6/11/2029,Portharcourt,BuildRight Co,White Cement,25,739,2557,1889623
6/12/2029,Portharcourt,Eterna Plc,PPC,50,561,2283,1280763
6/13/2029,Kano,MegaCem,White Cement,25,229,2885,660665
6/14/2029,Lagos,BuildRight Co,PPC,25,606,3322,2013132
6/15/2029,Portharcourt,StoneWorks Ltd,White Cement,25,99,2562,253638
6/16/2029,Abuja,MegaCem,Slag Cement,25,237,2781,659097
6/17/2029,Abuja,MegaCem,PPC,50,821,2506,2057426
6/18/2029,Abuja,Eterna Plc,White Cement,50,597,3303,1971891
6/19/2029,Kano,MegaCem,PPC,50,307,3334,1023538
6/20/2029,Abuja,MegaCem,Slag Cement,50,720,3100,2232000
6/21/2029,Abuja,BuildRight Co,White Cement,50,970,2443,2369710
6/22/2029,Lagos,MegaCem,Portland Cement,50,463,2303,1066289
6/23/2029,Lagos,Dangote Ltd,Portland Cement,50,134,2366,317044
6/24/2029,Lagos,MegaCem,PPC,50,661,2952,1951272
6/25/2029,Kaduna,Eterna Plc,PPC,25,253,2195,555335
6/26/2029,Kano,Dangote Ltd,Slag Cement,50,119,3195,380205
6/27/2029,Lagos,StoneWorks Ltd,Slag Cement,25,802,3870,3103740
6/28/2029,Abuja,Dangote Ltd,Slag Cement,50,121,3320,401720
6/29/2029,Lagos,MegaCem,White Cement,50,172,3965,681980
6/30/2029,Kaduna,StoneWorks Ltd,White Cement,50,205,2723,558215
7/1/2029,Lagos,MegaCem,Portland Cement,25,863,3688,3182744
7/2/2029,Abuja,MegaCem,Slag Cement,50,286,2006,573716
7/3/2029,Kano,StoneWorks Ltd,White Cement,25,942,2419,2278698
7/4/2029,Kaduna,Dangote Ltd,White Cement,25,87,3925,341475
7/5/2029,Portharcourt,MegaCem,Portland Cement,25,318,2764,878952
7/6/2029,Kano,StoneWorks Ltd,Portland Cement,50,753,3996,3008988
7/7/2029,Kaduna,Dangote Ltd,Portland Cement,50,403,2142,863226
7/8/2029,Kano,StoneWorks Ltd,Slag Cement,50,832,3376,2808832
7/9/2029,Portharcourt,StoneWorks Ltd,PPC,25,508,3941,2002028
7/10/2029,Portharcourt,Eterna Plc,PPC,25,194,2156,418264
7/11/2029,Portharcourt,Eterna Plc,PPC,50,860,3897,3351420
7/12/2029,Lagos,MegaCem,Portland Cement,25,474,3199,1516326
7/13/2029,Lagos,StoneWorks Ltd,PPC,25,847,2281,1932007
7/14/2029,Kaduna,Dangote Ltd,PPC,25,615,3202,1969230
7/15/2029,Portharcourt,BuildRight Co,White Cement,50,510,3698,1885980
7/16/2029,Kaduna,Dangote Ltd,Portland Cement,50,633,2594,1642002
7/17/2029,Kaduna,MegaCem,Portland Cement,50,416,3338,1388608
7/18/2029,Kano,Dangote Ltd,Portland Cement,25,544,3838,2087872
7/19/2029,Portharcourt,Dangote Ltd,PPC,25,712,3344,2380928
7/20/2029,Abuja,BuildRight Co,PPC,25,956,2733,2612748
7/21/2029,Kaduna,MegaCem,White Cement,50,581,3370,1957970
7/22/2029,Kaduna,MegaCem,White Cement,25,598,2056,1229488
7/23/2029,Kano,MegaCem,PPC,25,139,3236,449804
7/24/2029,Kano,Dangote Ltd,White Cement,25,408,3667,1496136
7/25/2029,Abuja,BuildRight Co,Portland Cement,50,304,3570,1085280
7/26/2029,Lagos,MegaCem,PPC,25,284,2608,740672
7/27/2029,Lagos,MegaCem,PPC,50,716,2519,1803604
7/28/2029,Lagos,MegaCem,White Cement,50,141,2055,289755
7/29/2029,Abuja,StoneWorks Ltd,White Cement,25,119,2018,240142
7/30/2029,Kaduna,BuildRight Co,PPC,25,580,2882,1671560
7/31/2029,Kaduna,Dangote Ltd,Slag Cement,50,825,3629,2993925
8/1/2029,Kano,MegaCem,Slag Cement,50,706,2639,1863134
8/2/2029,Lagos,Eterna Plc,White Cement,50,871,2469,2150499
8/3/2029,Abuja,Dangote Ltd,Slag Cement,50,104,2753,286312
8/4/2029,Lagos,BuildRight Co,PPC,25,305,3872,1180960
8/5/2029,Kano,BuildRight Co,PPC,25,306,3577,1094562
8/6/2029,Abuja,MegaCem,Portland Cement,25,570,3803,2167710
8/7/2029,Portharcourt,Dangote Ltd,White Cement,50,199,3719,740081
8/8/2029,Abuja,Eterna Plc,White Cement,25,81,3621,293301
8/9/2029,Portharcourt,Dangote Ltd,PPC,25,113,2718,307134
8/10/2029,Lagos,BuildRight Co,White Cement,50,419,3589,1503791
8/11/2029,Kaduna,Dangote Ltd,Slag Cement,50,505,2017,1018585
8/12/2029,Kano,BuildRight Co,PPC,25,542,3004,1628168
8/13/2029,Abuja,Eterna Plc,White Cement,25,952,3348,3187296
8/14/2029,Portharcourt,Dangote Ltd,PPC,25,611,2967,1812837
8/15/2029,Lagos,Dangote Ltd,PPC,50,513,2747,1409211
8/16/2029,Abuja,Eterna Plc,PPC,25,990,3108,3076920
8/17/2029,Abuja,StoneWorks Ltd,PPC,25,754,3806,2869724
8/18/2029,Portharcourt,MegaCem,Portland Cement,50,653,2234,1458802
8/19/2029,Kaduna,MegaCem,PPC,25,418,2971,1241878
8/20/2029,Abuja,MegaCem,Slag Cement,25,166,3268,542488
8/21/2029,Lagos,BuildRight Co,Portland Cement,50,650,3841,2496650
8/22/2029,Lagos,Dangote Ltd,Portland Cement,25,110,2251,247610
8/23/2029,Kaduna,Dangote Ltd,Slag Cement,50,352,2724,958848
8/24/2029,Kaduna,Dangote Ltd,PPC,25,109,3817,416053
8/25/2029,Lagos,Eterna Plc,PPC,25,727,2306,1676462
8/26/2029,Lagos,MegaCem,Slag Cement,25,126,3315,417690
8/27/2029,Portharcourt,BuildRight Co,PPC,50,60,2264,135840
8/28/2029,Lagos,MegaCem,PPC,25,155,2519,390445
8/29/2029,Lagos,Eterna Plc,White Cement,50,845,3767,3183115
8/30/2029,Abuja,BuildRight Co,White Cement,25,306,3075,940950
8/31/2029,Kaduna,BuildRight Co,White Cement,50,74,3940,291560
9/1/2029,Portharcourt,BuildRight Co,Slag Cement,50,926,3805,3523430
9/2/2029,Abuja,Eterna Plc,Slag Cement,50,717,3180,2280060
9/3/2029,Kaduna,MegaCem,PPC,50,649,2085,1353165
9/4/2029,Kaduna,MegaCem,Slag Cement,50,679,2763,1876077
9/5/2029,Abuja,StoneWorks Ltd,Portland Cement,25,828,3432,2841696
9/6/2029,Abuja,BuildRight Co,Portland Cement,50,198,2494,493812
9/7/2029,Portharcourt,Eterna Plc,White Cement,50,703,2660,1869980
9/8/2029,Lagos,MegaCem,Slag Cement,25,426,2474,1053924
9/9/2029,Lagos,Dangote Ltd,White Cement,50,773,2708,2093284
9/10/2029,Kaduna,StoneWorks Ltd,White Cement,25,54,3675,198450
9/11/2029,Kaduna,Dangote Ltd,PPC,25,823,2870,2362010
9/12/2029,Abuja,StoneWorks Ltd,Portland Cement,50,139,2176,302464
9/13/2029,Lagos,Dangote Ltd,Slag Cement,25,667,3972,2649324
9/14/2029,Lagos,Eterna Plc,White Cement,50,887,3548,3147076
9/15/2029,Kano,StoneWorks Ltd,PPC,50,244,3908,953552
9/16/2029,Kaduna,Eterna Plc,PPC,50,171,3185,544635
9/17/2029,Abuja,Dangote Ltd,Slag Cement,25,676,3603,2435628
9/18/2029,Portharcourt,MegaCem,White Cement,25,350,2017,705950
9/19/2029,Kano,StoneWorks Ltd,Slag Cement,25,115,2838,326370
9/20/2029,Kaduna,MegaCem,Portland Cement,25,206,3798,782388
9/21/2029,Lagos,Eterna Plc,Portland Cement,50,556,2539,1411684
9/22/2029,Lagos,StoneWorks Ltd,Portland Cement,50,988,2949,2913612
9/23/2029,Portharcourt,Eterna Plc,White Cement,50,788,3530,2781640
9/24/2029,Kaduna,MegaCem,Slag Cement,25,598,3942,2357316
9/25/2029,Lagos,Dangote Ltd,White Cement,25,251,2944,738944
9/26/2029,Lagos,Dangote Ltd,Portland Cement,25,984,3283,3230472
9/27/2029,Abuja,MegaCem,PPC,50,300,2494,748200
9/28/2029,Lagos,Dangote Ltd,Portland Cement,25,94,2892,271848
9/29/2029,Portharcourt,Eterna Plc,Slag Cement,25,808,3248,2624384
9/30/2029,Lagos,MegaCem,PPC,50,531,2268,1204308
10/1/2029,Kaduna,BuildRight Co,Slag Cement,25,939,2575,2417925
10/2/2029,Kano,StoneWorks Ltd,Portland Cement,50,433,2093,906269
10/3/2029,Portharcourt,Dangote Ltd,White Cement,25,740,2397,1773780
10/4/2029,Portharcourt,StoneWorks Ltd,Portland Cement,50,101,3355,338855
10/5/2029,Kaduna,StoneWorks Ltd,Portland Cement,25,683,3705,2530515
10/6/2029,Kano,BuildRight Co,Slag Cement,50,103,2954,304262
10/7/2029,Kaduna,StoneWorks Ltd,Slag Cement,25,338,3995,1350310
10/8/2029,Kano,MegaCem,White Cement,25,442,3459,1528878
10/9/2029,Kano,MegaCem,PPC,25,748,2956,2211088
10/10/2029,Lagos,BuildRight Co,Portland Cement,50,64,2109,134976
10/11/2029,Abuja,MegaCem,PPC,25,857,2780,2382460
10/12/2029,Kaduna,StoneWorks Ltd,Portland Cement,25,141,3518,496038
10/13/2029,Abuja,Eterna Plc,Portland Cement,25,992,2036,2019712
10/14/2029,Kano,StoneWorks Ltd,PPC,50,628,2141,1344548
10/15/2029,Kaduna,StoneWorks Ltd,Portland Cement,50,533,2665,1420445
10/16/2029,Abuja,Eterna Plc,Slag Cement,25,625,2013,1258125
10/17/2029,Kano,MegaCem,PPC,50,93,2415,224595
10/18/2029,Portharcourt,BuildRight Co,White Cement,25,545,3020,1645900
10/19/2029,Kano,Dangote Ltd,Slag Cement,50,958,2512,2406496
10/20/2029,Kano,BuildRight Co,White Cement,25,290,2050,594500
10/21/2029,Kaduna,Dangote Ltd,White Cement,50,843,3256,2744808
10/22/2029,Lagos,BuildRight Co,PPC,50,689,2979,2052531
10/23/2029,Kaduna,StoneWorks Ltd,Slag Cement,50,759,2545,1931655
10/24/2029,Kano,BuildRight Co,Portland Cement,50,883,3180,2807940
10/25/2029,Kano,Dangote Ltd,Portland Cement,25,692,2694,1864248
10/26/2029,Lagos,StoneWorks Ltd,PPC,25,481,2238,1076478
10/27/2029,Kano,BuildRight Co,White Cement,25,751,2801,2103551
10/28/2029,Lagos,Dangote Ltd,White Cement,25,869,3179,2762551
10/29/2029,Abuja,BuildRight Co,Slag Cement,50,276,3853,1063428
10/30/2029,Kano,BuildRight Co,Portland Cement,50,821,2776,2279096
10/31/2029,Kano,BuildRight Co,White Cement,50,253,2495,631235
11/1/2029,Kaduna,StoneWorks Ltd,Slag Cement,50,562,2649,1488738
11/2/2029,Kaduna,MegaCem,White Cement,25,598,3683,2202434
11/3/2029,Kano,BuildRight Co,White Cement,50,412,3691,1520692
11/4/2029,Lagos,Eterna Plc,PPC,50,60,2853,171180
11/5/2029,Kaduna,Dangote Ltd,PPC,50,219,2781,609039
11/6/2029,Abuja,MegaCem,White Cement,50,169,2410,407290
11/7/2029,Kaduna,Dangote Ltd,White Cement,50,606,2322,1407132
11/8/2029,Lagos,BuildRight Co,Slag Cement,50,533,2748,1464684
11/9/2029,Abuja,Eterna Plc,Slag Cement,50,444,3840,1704960
11/10/2029,Abuja,StoneWorks Ltd,Slag Cement,25,762,3232,2462784
11/11/2029,Lagos,BuildRight Co,PPC,50,287,3419,981253
11/12/2029,Portharcourt,Eterna Plc,Portland Cement,50,986,2006,1977916
11/13/2029,Kano,MegaCem,White Cement,50,678,2612,1770936
11/14/2029,Abuja,BuildRight Co,White Cement,50,445,3455,1537475
11/15/2029,Abuja,Dangote Ltd,PPC,50,133,3181,423073
11/16/2029,Portharcourt,Eterna Plc,Slag Cement,50,828,2891,2393748
11/17/2029,Kano,MegaCem,PPC,50,712,2198,1564976
11/18/2029,Abuja,StoneWorks Ltd,White Cement,25,594,2920,1734480
11/19/2029,Kano,StoneWorks Ltd,PPC,25,998,2259,2254482
11/20/2029,Kano,Eterna Plc,White Cement,25,689,2222,1530958
11/21/2029,Portharcourt,Dangote Ltd,Portland Cement,25,179,3320,594280
11/22/2029,Abuja,StoneWorks Ltd,Portland Cement,50,664,2933,1947512
11/23/2029,Abuja,MegaCem,Slag Cement,25,365,3521,1285165
11/24/2029,Kaduna,MegaCem,PPC,50,851,3627,3086577
11/25/2029,Portharcourt,BuildRight Co,PPC,50,123,3109,382407
11/26/2029,Kaduna,MegaCem,PPC,25,506,3450,1745700
11/27/2029,Lagos,BuildRight Co,White Cement,25,580,2366,1372280
11/28/2029,Portharcourt,MegaCem,Slag Cement,50,809,3345,2706105
11/29/2029,Kano,BuildRight Co,Slag Cement,50,969,3717,3601773
11/30/2029,Lagos,MegaCem,PPC,25,510,3896,1986960
12/1/2029,Abuja,StoneWorks Ltd,Portland Cement,50,482,3491,1682662
12/2/2029,Kaduna,Eterna Plc,PPC,25,637,3521,2242877
12/3/2029,Abuja,StoneWorks Ltd,Slag Cement,25,838,3301,2766238
12/4/2029,Portharcourt,Eterna Plc,Slag Cement,50,400,2703,1081200
12/5/2029,Kano,MegaCem,Slag Cement,25,994,2802,2785188
12/6/2029,Portharcourt,MegaCem,Slag Cement,25,597,2521,1505037
12/7/2029,Lagos,Eterna Plc,Slag Cement,50,194,2710,525740
12/8/2029,Portharcourt,MegaCem,Portland Cement,25,120,3997,479640
12/9/2029,Portharcourt,Dangote Ltd,Portland Cement,25,755,3977,3002635
12/10/2029,Kano,BuildRight Co,PPC,25,827,3392,2805184
12/11/2029,Kaduna,Eterna Plc,White Cement,50,952,2756,2623712
12/12/2029,Abuja,Dangote Ltd,Portland Cement,50,343,2009,689087
12/13/2029,Lagos,StoneWorks Ltd,Slag Cement,25,771,2566,1978386
12/14/2029,Lagos,StoneWorks Ltd,Portland Cement,25,912,3491,3183792
12/15/2029,Abuja,Dangote Ltd,White Cement,50,192,2747,527424
12/16/2029,Kano,BuildRight Co,Slag Cement,25,670,3423,2293410
12/17/2029,Lagos,StoneWorks Ltd,PPC,25,405,2079,841995
12/18/2029,Abuja,MegaCem,Slag Cement,25,585,3095,1810575
12/19/2029,Lagos,MegaCem,PPC,25,988,3238,3199144
12/20/2029,Portharcourt,Eterna Plc,Portland Cement,25,598,3369,2014662
12/21/2029,Kaduna,Eterna Plc,Slag Cement,50,696,3190,2220240
12/22/2029,Kano,Dangote Ltd,White Cement,50,224,2417,541408
12/23/2029,Kano,StoneWorks Ltd,White Cement,25,79,3587,283373
12/24/2029,Kano,Dangote Ltd,White Cement,50,187,3240,605880
12/25/2029,Abuja,StoneWorks Ltd,PPC,50,73,2102,153446
12/26/2029,Kaduna,MegaCem,Portland Cement,50,826,3248,2682848
12/27/2029,Lagos,StoneWorks Ltd,Slag Cement,50,860,3657,3145020
12/28/2029,Abuja,StoneWorks Ltd,White Cement,50,699,2996,2094204
12/29/2029,Abuja,MegaCem,White Cement,25,942,2894,2726148
12/30/2029,Portharcourt,Dangote Ltd,Portland Cement,50,97,3403,330091
12/31/2029,Portharcourt,StoneWorks Ltd,White Cement,25,641,2511,1609551
1/1/2030,Portharcourt,Eterna Plc,PPC,50,158,3753,592974
1/2/2030,Kano,Dangote Ltd,Portland Cement,50,690,2646,1825740
1/3/2030,Abuja,StoneWorks Ltd,Portland Cement,50,952,2725,2594200
1/4/2030,Kaduna,Eterna Plc,Slag Cement,50,968,2393,2316424
1/5/2030,Kaduna,Eterna Plc,White Cement,25,280,3321,929880
1/6/2030,Abuja,Dangote Ltd,Slag Cement,25,528,3006,1587168
1/7/2030,Portharcourt,StoneWorks Ltd,PPC,25,186,3151,586086
1/8/2030,Portharcourt,StoneWorks Ltd,Portland Cement,25,596,2961,1764756
1/9/2030,Kaduna,MegaCem,Portland Cement,50,750,3575,2681250
1/10/2030,Lagos,Dangote Ltd,Portland Cement,50,815,2941,2396915
1/11/2030,Portharcourt,MegaCem,PPC,25,370,2735,1011950
1/12/2030,Kano,MegaCem,Slag Cement,25,748,3800,2842400
1/13/2030,Portharcourt,StoneWorks Ltd,Slag Cement,25,639,2809,1794951
1/14/2030,Abuja,StoneWorks Ltd,White Cement,25,868,2167,1880956
1/15/2030,Kaduna,Eterna Plc,PPC,50,849,3197,2714253
1/16/2030,Portharcourt,MegaCem,Slag Cement,25,365,2379,868335
1/17/2030,Lagos,Dangote Ltd,Portland Cement,50,779,3136,2442944
1/18/2030,Kaduna,StoneWorks Ltd,Slag Cement,50,197,2809,553373
1/19/2030,Lagos,Dangote Ltd,Portland Cement,50,442,2841,1255722
1/20/2030,Portharcourt,MegaCem,Portland Cement,25,228,2818,642504
1/21/2030,Kaduna,MegaCem,PPC,25,432,3484,1505088
1/22/2030,Kano,MegaCem,PPC,50,474,2802,1328148
1/23/2030,Kaduna,StoneWorks Ltd,White Cement,50,752,3154,2371808
1/24/2030,Abuja,StoneWorks Ltd,Slag Cement,50,96,3439,330144
1/25/2030,Abuja,StoneWorks Ltd,Portland Cement,25,586,2709,1587474
1/26/2030,Kano,BuildRight Co,Slag Cement,25,436,2013,877668
1/27/2030,Abuja,BuildRight Co,White Cement,50,599,2185,1308815
1/28/2030,Kano,StoneWorks Ltd,White Cement,25,260,2992,777920
1/29/2030,Abuja,MegaCem,White Cement,50,177,3533,625341
1/30/2030,Portharcourt,BuildRight Co,Portland Cement,50,54,2044,110376
1/31/2030,Abuja,MegaCem,Slag Cement,50,273,2807,766311
2/1/2030,Abuja,MegaCem,White Cement,25,56,3366,188496
2/2/2030,Portharcourt,StoneWorks Ltd,PPC,25,654,2290,1497660
2/3/2030,Portharcourt,Eterna Plc,Portland Cement,50,487,2643,1287141
2/4/2030,Kaduna,Dangote Ltd,Slag Cement,25,264,3708,978912
2/5/2030,Kano,MegaCem,Slag Cement,25,784,2595,2034480
2/6/2030,Abuja,Dangote Ltd,White Cement,50,349,2449,854701
2/7/2030,Abuja,BuildRight Co,Slag Cement,25,348,3812,1326576
2/8/2030,Kano,Dangote Ltd,White Cement,50,376,2375,893000
2/9/2030,Abuja,MegaCem,Portland Cement,25,691,3867,2672097
2/10/2030,Abuja,MegaCem,PPC,25,102,3110,317220
2/11/2030,Kaduna,StoneWorks Ltd,Portland Cement,25,666,2843,1893438
2/12/2030,Kano,MegaCem,PPC,50,796,2304,1833984
2/13/2030,Lagos,StoneWorks Ltd,PPC,50,686,3450,2366700
2/14/2030,Kano,StoneWorks Ltd,Portland Cement,50,975,3121,3042975
